classname ,loc, rfc , wmc , cbo , dit , lcom , fanin , fanout , noc , numberOfAttributes , numberOfAttributesInherited , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , nonTrivialBugs , majorBugs , criticalBugs , highPriorityBugs , bug ,buggy
org::eclipse::mylyn::internal::sandbox::dev::InterestDebuggingDecorator ,44,19,12,7,1,15,0,7,0,0,0,6,9,0,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::trac::ui::search::RepositorySearchQuery ,44,11,4,2,1,6,0,2,0,3,0,4,0,3,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::dialogs::UiLegendDialog ,44,22,11,3,1,10,2,2,0,3,0,5,0,3,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::textile::core::block::CodeBlock ,44,20,13,8,3,6,1,7,0,6,4,4,43,5,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::tasklist::tests::People ,44,12,7,3,1,3,0,3,0,1,0,3,9,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::tasks::ui::AbstractTaskHyperlinkDetector ,44,20,13,7,1,10,4,3,5,0,0,5,0,0,1,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::viewer::annotation::HorizontalRuleDrawingStrategy ,44,7,5,2,1,1,1,1,0,1,0,2,9,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::wikitext::core::parser::markup::Processor ,45,15,13,52,1,36,50,2,2,4,0,9,18,0,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::util::HyperlinkDetectorDelegate ,45,12,14,1,1,15,1,0,0,6,0,6,9,6,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::model::Resolution ,45,14,14,10,1,66,9,1,0,10,0,12,18,5,0,0,12,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::actions::CopyTaskDetailsAction ,45,28,10,13,1,6,6,7,0,2,0,4,0,1,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::wizards::TaskDataExportWizard ,45,25,7,7,1,10,1,6,0,2,0,5,0,2,1,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::monitor::usage::InteractionEventObfuscator ,45,31,10,10,1,3,1,9,0,3,0,3,9,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::model::JiraStatus ,45,14,14,9,1,66,8,1,0,5,0,12,18,5,0,0,12,0,0,0,0,0,0
org::eclipse::mylyn::zest::core::viewers::internal::GraphModelEntityRelationshipFactory ,45,29,13,3,2,21,1,2,0,0,0,7,45,0,3,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::ide::ui::XmlNodeHelper ,45,19,10,8,1,21,5,3,0,2,0,7,9,2,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::properties::ProjectPropertiesLinkProvider ,45,19,11,3,2,3,0,3,0,3,0,3,16,3,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::viewer::annotation::ImageDrawingStrategy ,45,8,8,2,1,1,1,1,0,1,0,2,9,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::textile::core::block::HeadingBlock ,45,28,12,11,3,6,1,10,0,5,4,4,43,4,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::wikitext::core::parser::IdGenerator ,45,15,13,12,1,15,9,3,0,4,0,6,9,4,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::actions::NewCategoryAction ,45,25,10,11,1,10,4,7,0,1,0,5,0,0,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivityContentProvider ,46,22,10,3,1,36,1,2,0,1,0,9,11,1,0,0,9,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::TaskListSynchronizationScheduler ,46,18,7,5,1,15,3,2,0,3,0,6,9,3,2,0,4,0,0,0,0,0,0
org::eclipse::mylyn::tasklist::tests::Job ,46,12,17,2,1,66,2,0,0,6,0,12,9,5,0,1,12,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::sync::SubmitTaskAttachmentJob ,46,21,5,10,3,6,2,8,0,8,0,4,10,8,0,0,4,0,0,0,0,1,1
org::eclipse::mylyn::internal::wikitext::textile::core::phrase::SimpleTextilePhraseModifier ,46,22,11,6,2,36,2,5,0,5,0,9,22,3,1,0,1,0,0,0,0,1,1
org::eclipse::mylyn::internal::tasks::ui::commands::ViewSourceHandler ,46,19,14,1,1,21,0,1,0,3,0,7,0,2,1,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::ui::views::TaskActivityViewContentProvider ,46,24,10,8,1,21,1,7,0,1,0,7,9,0,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::zest::layouts::exampleStructures::SimpleGraph ,46,26,12,2,1,28,0,2,0,2,0,8,14,0,0,2,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::ide::ui::MarkerInterestFilter ,46,24,13,7,3,3,0,7,0,1,0,3,9,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::zest::tests::jface::GraphJFaceSnippet3 ,46,22,5,5,1,0,0,5,0,1,0,1,9,0,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteIssueType ,46,15,15,2,4,28,0,2,0,4,0,8,71,4,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::provisional::tasks::core::TasksUtil ,46,24,21,4,1,1,1,3,0,0,0,2,9,0,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::tasks::core::sync::SubmitJob ,47,23,9,10,2,28,4,6,2,1,0,8,2,1,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::provisional::commons::ui::ScalingHyperlink ,47,14,12,2,1,15,1,1,1,2,0,6,0,1,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::tasks::ui::TasksUiImages ,47,15,13,6,1,6,3,3,0,63,0,4,9,6,1,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::RepositoryExternalizationParticipant ,47,23,13,4,2,78,1,3,0,4,1,13,28,4,1,0,12,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::data::FileTaskAttachmentSource ,47,23,14,11,2,55,7,4,0,6,0,11,15,5,0,0,11,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::views::TaskTableLabelProvider ,47,12,15,1,1,21,1,0,0,1,0,7,0,1,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::provisional::commons::ui::DelayedRefreshJob ,47,25,11,6,1,21,2,4,3,6,0,7,0,3,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::provisional::commons::ui::CommonFonts ,47,21,10,3,1,3,0,3,0,5,0,3,9,0,2,5,1,0,0,0,0,0,0
org::eclipse::mylyn::tasks::core::data::TaskRelation ,47,19,14,10,1,36,7,3,0,3,0,9,9,3,1,0,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::TaskHistoryHandler ,47,30,6,9,1,1,0,9,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::wsdl::beans::AbstractRemoteEntity ,47,15,18,9,1,28,8,1,3,4,0,8,18,4,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::wikitext::core::parser::MarkupParser ,47,21,12,29,1,28,28,2,0,2,0,8,9,2,1,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::bugzilla::core::BugzillaLanguageSettings ,47,17,15,7,1,21,5,2,0,12,0,7,9,2,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::provisional::commons::ui::DateSelectionDialog ,47,16,10,3,1,15,1,2,0,5,0,6,0,5,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::TaskEditorBloatMonitor ,47,22,13,6,3,6,1,5,0,1,0,4,24,1,0,0,3,0,0,0,1,2,1
org::eclipse::mylyn::zest::tests::swt::LayoutExample ,48,12,5,2,1,0,0,2,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::wikitext::core::parser::TableAttributes ,48,17,16,4,2,136,4,0,0,8,0,17,20,8,0,0,17,0,0,0,0,0,0
org::eclipse::mylyn::internal::monitor::usage::wizards::UsageSummaryEditorWizardPage ,48,14,5,2,1,10,1,1,0,4,0,5,0,4,1,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::bugzilla::ui::BugzillaTaskHyperlinkDetector ,48,26,10,5,1,3,0,5,0,3,0,3,0,3,1,0,0,0,0,0,0,0,0
org::eclipse::mylyn::internal::monitor::core::collection::SummaryCollector ,48,24,11,4,1,15,1,3,0,7,0,6,14,0,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::bugzilla::core::BugzillaTaskAttachmentHandler ,48,29,6,10,2,15,0,10,0,1,0,6,13,1,1,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::web::tasks::WebTaskListMigrator ,48,30,10,11,2,10,0,11,0,6,3,5,14,6,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::LocalRepositoryConnector ,48,14,14,0,2,91,0,0,0,5,0,14,36,0,0,0,14,0,0,0,0,0,0
org::eclipse::mylyn::wikitext::core::parser::outline::OutlineParser ,49,30,14,13,1,45,8,6,2,2,0,10,9,2,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteSecurityLevel ,49,17,18,2,3,28,0,2,0,4,0,8,52,4,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::editors::EditorBusyIndicator ,49,17,14,4,1,6,2,3,0,5,0,4,9,4,1,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::wsdl::beans::AbstractNamedRemoteEntity ,49,17,18,14,2,28,12,2,8,4,0,8,35,4,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::trac::ui::editor::TracCcAttributeEditor ,49,17,4,5,2,1,1,4,0,2,0,2,32,2,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::trac::wiki::actions::OpenWikiPageAction ,49,24,11,8,1,10,0,8,0,2,0,5,0,2,2,0,3,1,0,0,0,2,1
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteProjectRoleActors ,49,17,18,2,2,28,0,2,0,4,0,8,39,4,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::actions::ClearOutgoingAction ,49,26,13,13,1,10,4,10,0,3,0,5,0,2,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::xplanner::ui::wizard::XPlannerQuerySelectionWizardPage ,49,21,11,5,4,28,0,5,0,3,0,8,21,3,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::dev::properties::AbstractTaskPropertiesSource ,49,30,17,6,2,3,1,5,0,9,8,3,22,9,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::context::ui::InterestDecorator ,49,20,16,6,1,45,0,6,0,0,0,10,9,0,1,0,9,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemotePriority ,49,17,18,2,4,28,0,2,0,4,0,8,71,4,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::ide::ui::AbstractFocusMarkerViewAction ,50,23,14,7,2,6,1,6,5,1,8,4,25,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::ui::hyperlinks::AbstractResourceHyperlinkExtension ,50,32,11,4,1,21,0,4,2,1,0,7,10,0,2,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::viewer::AnnotationHyperlinkDetector ,50,25,14,7,1,6,2,5,1,0,0,4,9,0,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::actions::ToggleWorkingSetAction ,50,27,12,2,1,3,1,1,0,1,0,3,0,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::wikitext::ui::viewer::MarkupViewer ,50,29,12,7,2,21,2,5,0,1,0,7,14,1,0,0,7,0,0,0,0,1,1
org::eclipse::mylyn::internal::tasks::bugs::TaskErrorReporter ,50,32,10,11,1,28,3,9,0,2,0,8,9,2,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::views::UpdateRepositoryConfigurationAction ,50,22,3,13,2,3,4,9,0,1,0,3,6,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::ui::planner::ReminderCellEditor ,50,18,10,4,1,6,0,4,0,4,0,4,0,4,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::JiraCorePlugin ,50,24,11,14,1,15,8,6,0,5,0,6,0,2,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaSearchManager ,50,28,11,6,1,28,6,0,0,2,0,8,9,1,0,1,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::monitor::core::collection::InteractionEventClassifier ,50,36,22,5,1,28,1,4,0,0,0,8,9,0,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::context::ui::actions::ContextCopyAction ,50,21,8,8,2,3,1,7,0,1,1,3,2,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::data::TaskDataExternalizer ,50,27,5,16,1,6,2,14,0,1,0,4,9,1,1,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::textile::core::block::FootnoteBlock ,50,27,10,10,3,6,1,9,0,5,4,4,43,4,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::context::core::SaxContextReader ,50,24,7,12,1,3,2,10,0,1,0,3,10,1,0,0,3,1,0,0,0,2,1
org::eclipse::mylyn::internal::wikitext::tasks::ui::WikiTextTasksUiPlugin ,51,29,15,13,1,28,4,9,0,6,0,8,0,3,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::ui::IncomingTaskListContentProvider ,51,38,15,9,3,10,1,8,0,1,1,5,19,0,1,1,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::model::IssueType ,51,16,16,11,1,91,10,1,0,10,0,14,18,6,0,0,14,0,0,0,0,0,0
org::eclipse::mylyn::internal::web::ui::WebUiBridgePlugin ,51,26,13,12,1,45,6,7,0,5,0,10,0,4,2,0,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::core::parser::builder::DefaultSplittingStrategy ,51,15,18,2,2,36,1,1,0,8,0,9,12,8,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CommentRule ,51,16,16,1,1,15,1,0,0,2,0,6,9,2,3,0,3,0,0,0,0,0,0
org::eclipse::mylyn::wikitext::core::parser::builder::AbstractXmlDocumentBuilder ,51,21,20,12,2,36,8,4,4,4,1,9,27,1,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::model::Priority ,51,16,16,9,1,91,8,1,0,11,0,14,18,6,0,0,14,0,0,0,0,0,0
org::eclipse::mylyn::commons::net::AuthenticationCredentials ,51,12,18,40,1,10,38,2,0,2,0,5,9,2,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::editor::commands::ShowCheatSheetCommand ,51,29,10,11,1,1,0,11,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1
org::eclipse::mylyn::internal::sandbox::ui::ActiveSearchViewTracker ,51,27,17,3,1,105,0,3,0,0,0,15,9,0,0,0,15,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::CommentQuoter ,51,22,10,5,1,1,2,3,0,2,0,2,9,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::wikitext::core::parser::builder::EventLoggingDocumentBuilder ,51,32,16,1,2,120,0,1,0,2,1,16,27,2,0,0,16,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::model::ServerInfo ,52,20,17,10,1,153,9,1,0,9,0,18,18,9,0,0,18,0,0,0,0,0,0
org::eclipse::mylyn::internal::java::ui::junit::TaskContextJUnitMainTab ,52,21,13,4,1,36,2,2,0,2,0,9,0,2,0,0,9,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::TaskComment ,53,19,16,7,1,120,5,2,0,8,0,16,24,8,0,0,16,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::ComboSelectionDialog ,53,11,5,1,1,10,0,1,0,6,0,5,0,6,1,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::commons::net::ProgressMonitorInputStream ,53,17,10,1,1,21,0,1,0,6,1,7,26,6,1,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::wsdl::soap::JiraSoapServiceServiceLocator ,53,26,13,3,2,45,1,2,1,3,0,10,2,3,0,0,10,0,0,0,0,0,0
org::eclipse::mylyn::zest::tests::swt::GraphSnippet4 ,53,14,4,3,1,1,0,3,0,0,0,2,9,0,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::resources::ui::ResourceInterestUpdater ,53,27,11,14,1,10,5,9,0,2,0,5,9,1,2,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaStateSearchSorter ,53,12,8,2,1,1,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::editor::syntax::MarkupDocumentProvider ,53,25,13,5,1,45,3,3,0,1,0,10,0,1,3,0,5,0,0,0,0,0,0
org::eclipse::mylyn::zest::layouts::algorithms::ContinuousLayoutAlgorithm ,53,22,12,1,2,28,0,1,1,4,8,8,63,0,1,4,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaCcAttributeEditor ,54,21,4,4,2,1,0,4,0,2,0,2,32,2,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::web::ui::WebResourceContentProvider ,54,24,15,4,1,45,1,3,0,3,0,10,0,3,0,0,10,0,0,0,0,0,0
org::eclipse::mylyn::zest::layouts::algorithms::DirectedGraphLayoutAlgorithm ,54,27,11,9,2,28,0,9,0,0,8,8,63,0,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::actions::NewLocalTaskAction ,54,24,14,1,1,6,0,1,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::PropertyNameRule ,54,18,29,2,1,21,1,1,0,2,0,7,9,2,4,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivitySorter ,54,26,17,6,1,28,1,5,1,8,0,8,0,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::ide::ui::MarkerViewLabelProvider ,54,28,15,7,1,45,1,6,0,1,0,10,9,1,0,0,10,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::PropertyValueRule ,54,18,28,2,1,21,1,1,0,2,0,7,9,2,4,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::bugs::wizards::ReportBugOrEnhancementWizard ,54,28,14,7,1,15,0,7,0,2,0,6,0,2,1,0,5,0,0,0,0,1,1
org::eclipse::mylyn::internal::tasks::ui::actions::SynchronizeEditorAction ,54,17,8,8,1,3,2,6,0,1,0,3,0,0,1,0,2,1,0,0,0,2,1
org::eclipse::mylyn::internal::tasks::ui::deprecated::AbstractRepositoryTaskEditorInput ,54,22,15,5,1,120,4,1,1,6,0,16,9,4,0,0,11,0,0,0,0,0,0
org::eclipse::mylyn::internal::bugzilla::core::BugzillaStatus ,54,25,17,3,1,6,0,3,0,2,7,4,31,2,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::xplanner::ui::XPlannerMylynUIPlugin ,54,28,15,13,1,36,9,4,0,14,0,9,0,1,1,0,8,2,0,0,0,4,1
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::SelectorRule ,54,18,25,2,1,21,1,1,0,2,0,7,9,2,4,0,3,0,0,0,0,0,0
org::eclipse::mylyn::commons::net::Policy ,54,24,19,14,1,21,9,5,0,1,0,7,9,0,0,1,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CommentDamagerRepairer ,54,20,10,1,1,10,1,0,0,2,0,5,9,2,1,0,4,0,0,0,0,0,0
org::eclipse::mylyn::tasks::ui::editors::BrowserFormPage ,55,24,8,9,1,10,4,5,1,2,0,5,0,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::zest::layouts::algorithms::internal::CycleChecker ,55,26,12,4,1,1,0,4,0,0,0,2,9,0,1,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::team::ui::actions::AddToTaskContextAction ,55,27,15,6,1,6,1,5,0,1,0,4,0,1,1,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::bugzilla::core::SaxBugzillaQueryContentHandler ,55,20,13,6,1,15,1,5,0,6,0,6,51,6,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::ActivityExternalizationParticipant ,55,24,17,8,2,55,2,6,0,3,1,11,26,3,0,0,11,0,0,0,0,0,0
org::eclipse::mylyn::zest::layouts::algorithms::internal::DynamicScreen ,55,25,9,3,1,21,0,3,0,7,0,7,9,3,1,4,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::trac::core::TracCorePlugin ,55,26,16,15,1,28,11,5,0,5,0,8,0,2,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemotePermissionScheme ,55,22,21,6,2,28,1,5,0,4,0,8,41,4,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::xplanner::ui::wizard::NewXPlannerQueryWizard ,55,27,11,11,1,10,2,9,0,3,0,5,0,3,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::java::ui::TypeHistoryManager ,55,30,15,5,2,36,2,3,0,0,0,9,17,0,2,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::monitor::core::collection::InteractionEventSummary ,55,23,17,5,1,105,4,1,0,6,0,15,9,6,0,0,15,0,0,0,0,0,0
org::eclipse::mylyn::internal::trac::core::model::TracSearchFilter ,55,14,21,9,1,45,8,1,0,4,0,10,9,4,0,0,9,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::core::parser::builder::SplitOutlineItem ,55,24,11,7,2,15,5,2,0,3,0,6,37,3,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::actions::QueryCloneAction ,55,36,9,10,1,6,0,10,0,1,0,4,0,0,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::monitor::core::collection::InteractionByTypeSummary ,55,33,10,4,1,15,2,2,0,1,0,6,9,0,0,1,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::context::ui::InterestDecoratorLightweight ,55,26,20,9,1,15,0,9,0,0,0,6,9,0,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::data::TaskDataStateReader ,55,26,15,15,1,21,6,10,0,3,0,7,51,3,2,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::hypertext::ui::editors::WebResourceContentProvider ,56,23,15,3,1,28,2,1,0,0,0,8,9,0,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::monitor::core::AbstractMonitorLog ,56,26,11,8,1,10,4,4,1,3,0,5,9,0,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::editor::validation::AnnotationMarkupValidator ,56,31,13,6,2,6,0,6,0,0,4,4,20,0,0,0,2,0,0,0,0,1,1
org::eclipse::mylyn::internal::tasks::ui::actions::AddRepositoryAction ,56,30,12,11,1,15,4,7,0,4,0,6,0,3,0,0,6,0,0,0,0,1,1
org::eclipse::mylyn::internal::context::ui::ColorMap ,56,5,12,1,1,6,1,0,0,21,0,4,9,1,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::util::ImageCache ,56,24,16,5,1,15,3,2,0,4,0,6,9,4,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::tests::report::JUnitReportParser ,56,42,17,11,1,15,1,10,0,8,0,6,9,8,4,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorUrlHyperlinkDetector ,56,21,11,5,1,1,0,5,0,1,0,2,9,1,1,0,1,0,0,0,0,0,0
org::eclipse::mylyn::tasklist::tests::Person ,57,17,21,2,1,105,1,1,0,7,0,15,9,7,0,0,15,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::views::TaskRepositoryLabelProvider ,57,23,15,11,1,28,6,5,0,0,0,8,9,0,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaMylynSearchJob ,57,22,2,6,1,1,1,5,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::actions::CloneTaskAction ,57,25,11,11,1,6,0,11,0,2,0,4,0,1,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::confluence::core::block::ParagraphBlock ,57,27,13,9,3,6,1,8,0,2,4,4,43,2,0,0,4,0,0,0,0,1,1
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaVotesEditor ,57,23,7,3,2,21,0,3,0,5,0,7,32,5,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::tasks::ui::AbstractRepositoryConnectorUi ,57,26,19,29,1,231,28,2,7,2,0,22,9,2,0,0,22,0,0,0,0,0,0
org::eclipse::mylyn::internal::java::ui::JavaUiUtil ,57,28,10,7,1,6,4,3,0,6,0,4,9,1,0,0,4,1,0,0,0,2,1
org::eclipse::mylyn::internal::bugzilla::core::NewBugzillaTaskData ,57,21,19,0,1,171,0,0,0,7,0,19,9,1,0,0,19,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorOutlinePage ,57,8,6,3,1,3,1,2,0,3,0,3,0,3,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::externalization::AbstractExternalizationParticipant ,57,38,13,5,1,55,1,4,3,1,0,11,13,0,0,0,9,0,0,0,0,0,0
org::eclipse::mylyn::internal::provisional::commons::soap::AbstractSoapClient ,57,17,6,3,1,10,0,3,1,0,0,5,9,0,0,0,0,0,0,0,0,0,0
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::BugzillaCustomQueryWizardPage ,57,20,9,4,3,15,1,3,0,7,0,6,14,7,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::model::Version ,57,18,18,12,1,120,11,1,0,7,0,16,18,7,0,0,16,0,0,0,0,0,0
org::eclipse::mylyn::wikitext::core::parser::builder::RecordingDocumentBuilder ,57,42,19,7,2,190,2,5,0,1,1,20,27,1,1,0,19,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::viewer::TextHover ,58,13,11,1,1,6,1,0,0,1,0,4,0,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::actions::NewQueryAction ,58,30,14,11,1,10,1,10,0,3,0,5,0,3,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::zest::core::widgets::internal::ExpandGraphLabel ,58,31,8,7,1,10,1,6,0,8,1,5,65,6,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::wizards::NewRepositoryWizard ,58,36,18,9,1,28,1,8,0,6,0,8,0,6,1,0,7,1,0,0,0,2,1
org::eclipse::mylyn::internal::wikitext::ui::editor::syntax::Block ,58,29,11,7,1,21,4,3,0,3,0,7,0,3,0,0,7,0,0,0,0,0,0
